date,time,Fuso horário,format,text,favorite,date_utc,time_utc,notes,details
10-12-2024,17:21:25,Horário Padrão de Brasília,CODE_128,35241043017003000140590011359531936874388800,0,10-12-2024,17:21:25,,
10-12-2024,17:21:20,Horário Padrão de Brasília,EAN_13,5986207478536,0,10-12-2024,17:21:20,,
10-12-2024,17:21:16,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531936919806940|20241005165609|12.00||EL/FKC8yk/l55TpPOgtOkZnYOO9KaHFqnlSxgj0DWZ/0Yo6d3Spcwk69q5r9cPWihkqzIfKynEH7G3nEb2BLxXLvGQu,0,10-12-2024,17:21:16,,
10-12-2024,17:21:12,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531936937135343|20241005165920|16.00||K/EAUuyDmbivEFzvxrzkmNMetGkFf1Sq41FhVKF,0,10-12-2024,17:21:12,,
10-12-2024,17:21:09,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531936957557332|20241005170310|2.50||XD3KSpgEEnS5wLPOIdaYMGuY4vD9XxrJ7k0GVaO9BHq,0,10-12-2024,17:21:09,,
10-12-2024,17:21:05,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531936962433964|20241005170358|22.00||qz8v8C6BS81r,0,10-12-2024,17:21:05,,
10-12-2024,17:20:56,Horário Padrão de Brasília,CODE_128,35240643027003000140590011049531937105526207,0,10-12-2024,17:20:56,,
10-12-2024,17:20:52,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937119562492|20241005173547|59.76||qqzTH3oILxSgSqSxPwZ269bQxfBPWnXtYCAJ,0,10-12-2024,17:20:52,,
10-12-2024,17:20:49,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937125022143|20241005173659|9.50||iiaOywRVstMGXrRQgmgrAjuntfW,0,10-12-2024,17:20:49,,
10-12-2024,17:20:47,Horário Padrão de Brasília,EAN_13,7241721787778,0,10-12-2024,17:20:47,,
10-12-2024,17:20:43,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937192432420|20241005174217|5.49||fo,0,10-12-2024,17:20:43,,
10-12-2024,17:20:38,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937207990321|20241005174332|73.36||zQFf/jCiYfQulfZDzyCQhDOBk1CQ5cO3o/MbvucFeIg3jB2txuHA43TMQOQcpR3SsWUga0e1Efcx,0,10-12-2024,17:20:38,,
10-12-2024,17:20:34,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937210814962|20241005174420|9.30||g96iU34/OF38wxW,0,10-12-2024,17:20:34,,
10-12-2024,17:20:31,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937226802950|20241005174534|25.00||GZjs5tegZvlKNi/UTrcivPC3QUKkyPgSfyZWAcsfjwyZ3EI9AdUfck3Vkk8THP5y8yoVJeiUIt8stfy8K0qN3NfuOoYGOQ,0,10-12-2024,17:20:31,,
10-12-2024,17:20:27,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937266518870|20241005174843|23.00||mzBDkju,0,10-12-2024,17:20:27,,
10-12-2024,17:20:25,Horário Padrão de Brasília,EAN_13,1107461789273,0,10-12-2024,17:20:25,,
10-12-2024,17:20:20,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937292262780|20241005175406|15.50||sXNjUD3n0kyxgnCSH548KDJEHaDSTZ1g//4jxZnnPRWJ7rsVm0A2FAVAmEkSASLu1EwST9JLyFqji9Y1hOhyqS8q6Z0h0em4vUM88dvhbIyp7,0,10-12-2024,17:20:20,,
10-12-2024,17:20:16,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937338806230|20241005180209|38.00||o,0,10-12-2024,17:20:16,,
10-12-2024,17:20:12,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937343940861|20241005180543|4.71||MNNLcxHOpt3NtNbkSDhc,0,10-12-2024,17:20:12,,
10-12-2024,17:20:07,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937354026350|20241005180713|8.00||Le6q56eWOMFYGl6850U8BAtFgMDE4eW6n5NF0FpovJYA374HTeKwq7bgF5tvHhmqnN9GK7QY9oaqIQ9,0,10-12-2024,17:20:07,,
10-12-2024,17:20:04,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937449463978|20241005181917|35.85||lR1inhLwCCM6d,0,10-12-2024,17:20:04,,
10-12-2024,17:19:56,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937458050613|20241005182110|13.00||S2eXnpRXa8VG3pfnbX8fz,0,10-12-2024,17:19:56,,
10-12-2024,17:19:39,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937530850200|20241005183049|7.00||kLtSU,0,10-12-2024,17:19:39,,
10-12-2024,17:19:35,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937555091370|20241005183342|14.34||DZE8/DweyJGd0HXlw9sZrMacnv31pSqJtZBxUyqUhlH0cNlR/fgargjjBNMEYQhJll6xuX3FVpDAJa3bXL8rHQ5Qh9F4xCYecF5Y5NcyHVTuLAQKXyc0f2FVJjDMsxlN81gUO6FpX3s6,0,10-12-2024,17:19:35,,
10-12-2024,17:19:27,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937566551822|20241005183446|39.40||X/2EQYzV,0,10-12-2024,17:19:27,,
10-12-2024,17:19:19,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937575467430|20241005183601|66.85||sIYtQylzOp4LM1SKy3Evtt1SuauPE23Xec/cMHv03I7/9CoG6kHLSvgQSkhnU,0,10-12-2024,17:19:19,,
10-12-2024,17:19:17,Horário Padrão de Brasília,EAN_13,8435881861877,0,10-12-2024,17:19:17,,
10-12-2024,17:19:13,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937583607954|20241005183650|88.24||UhdqlBrkGjcYY0ONVmi621h1y8HP1TmBNFxYnUQoYnAy,0,10-12-2024,17:19:13,,
10-12-2024,17:19:10,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937611797546|20241005184609|52.18||YCQGFpukHvTpxAhiHhyGBigKaB6bFP48U1dRGLxZwgwdWJ/a57GBw10ht0inh0WLxii7W/UKuzRNVZOgM0JX1A7OzzB58kIuQCJEK6j5V2gBkZPYOdU/fiKRfLCrNlDCTD7Ww2urhFXAtIsRed/mQd/qIZZjZS/JrI0hiGNOUVDyonP/Cm5XyWvpBY0W/PfzwkTskp2LCflZYG/PiZGzNUI2auvX6moTW9cDuU/njLoTGiJ679QTylbOfDdn66ZlIo,0,10-12-2024,17:19:10,,
10-12-2024,17:19:05,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937620788317|20241005184714|62.16||Ep,0,10-12-2024,17:19:05,,
10-12-2024,17:19:02,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937635657310|20241005184829|19.50||b6llDovfL9MEWqCLP1MHJmLRQOZY1XX15LnwGYKapownHZnbmXoroJK,0,10-12-2024,17:19:02,,
10-12-2024,17:18:59,Horário Padrão de Brasília,QR_CODE,35241043017003000140590009456121760295642805|20241005184752|30.00||ZXfQMPyvKQZ3wOS4lsGwzAJP98/lbEO/FYHxfYA2rjEx67qsiI4eLlxBSgGicEish5y3yIoMKY6rv7TFeo8JUoQe5Q4D0CggJOosekYbmIfh7tjYH2UgfRhKRDvSfH68uCEjg,0,10-12-2024,17:18:59,,
10-12-2024,17:18:54,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937672703398|20241005185237|44.34||oW64lpM420/ppGEO0yrnpArWG9Uu06lm6CxpMwSiRFpYr6jYLxFUyj79iz8IdrlepiDNinCQRlhEUqaad5y2oxFsX/sr24Ht1FG4fk8tcGDBiKx42rXsUOorY,0,10-12-2024,17:18:54,,
10-12-2024,17:18:50,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937697010027|20241005185507|23.00||YiKUrvcMafcalMzTXtWlb,0,10-12-2024,17:18:50,,
10-12-2024,17:18:47,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937715717247|20241005185816|12.00||aX0TflGSyrxEQ/qdZSGdRTQs/tCyEkLkoyDbDNFMrzWdZ3lw6QaT555V2ZM,0,10-12-2024,17:18:47,,
10-12-2024,17:18:43,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937725859338|20241005185911|12.25||M,0,10-12-2024,17:18:43,,
10-12-2024,17:18:36,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937760721908|20241005190543|112.65||X1C2GqYYn2xiiPcKuuSuT1D7UOCQ3N0/pdQHybWuCY0Mr97jcVK,0,10-12-2024,17:18:36,,
10-12-2024,17:18:32,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937772539859|20241005190612|3.00||uH78u,0,10-12-2024,17:18:32,,
10-12-2024,17:18:29,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937807250248|20241005190919|9.50||ul0rFfXg342MrPeyGpq98ZSgnfB7fLShHiBjKBO3TkgpGJqqy2VWNylBrXDbpVTwc05TC16URNIZyarBRsxC,0,10-12-2024,17:18:29,,
10-12-2024,17:18:26,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937816118519|20241005191115|5.58||Vq9mH86QDOlpI4Vn7TOR3lQznNxJSlhd3MpMRH0fuNLDQpz5zmkjoGsDwKSCCYoPjjxAtP,0,10-12-2024,17:18:26,,
10-12-2024,17:18:22,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937835194713|20241005191629|14.00||m8nBOa7jxlrpcBdvzYV,0,10-12-2024,17:18:22,,
10-12-2024,17:18:17,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937894170728|20241005192427|23.00||yEl0y2clmyl4djsgh4urDKvzWvdxlEXo1fu95SxNGRC7sb,0,10-12-2024,17:18:17,,
10-12-2024,17:18:13,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937900481572|20241005192633|10.00||Go0lw6BZtsdHJABBjJwdiNm24LYAVYfmPSOwgvZJE4zoyxHeB9Q95EYVbDV5PFfw,0,10-12-2024,17:18:13,,
10-12-2024,17:18:07,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937920547862|20241005193041|6.80||uBUOiSNaoCCvUDdJXbw/J4/RxgBe1FBGE8,0,10-12-2024,17:18:07,,
10-12-2024,17:18:05,Horário Padrão de Brasília,UPC_E,15581181,0,10-12-2024,17:18:05,,
10-12-2024,17:17:58,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937947243031|20241005193503|31.08||MNM7BKXVfQwynfeLCO8I,0,10-12-2024,17:17:58,,
10-12-2024,17:17:50,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531937988884791|20241005194218|10.00||LI,0,10-12-2024,17:17:50,,
10-12-2024,17:17:46,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938007066289|20241005194602|36.00||bNU5,0,10-12-2024,17:17:46,,
10-12-2024,17:17:43,Horário Padrão de Brasília,EAN_13,1454978260727,0,10-12-2024,17:17:43,,
10-12-2024,17:17:39,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938047940931|20241005194956|23.00||a/cfj60epCNMOFwcwhS5hdspaVyiT3MnOFAyXIFsaJI,0,10-12-2024,17:17:39,,
10-12-2024,17:17:33,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938073150179|20241005200006|23.99||Wu31SDikDsFVxjVy,0,10-12-2024,17:17:33,,
10-12-2024,17:17:29,Horário Padrão de Brasília,UPC_E,02267104,0,10-12-2024,17:17:29,,
10-12-2024,17:17:26,Horário Padrão de Brasília,QR_CODE,35241043017003000140590009456121760445669177|20241005200236|13.00||qI7P37xQg/adMItElxO4qsDuTYlX9kwMSY9,0,10-12-2024,17:17:26,,
10-12-2024,17:17:22,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938160807621|20241005200657|15.00||ItBtLcXTerhAtiuNl2r6dL6rJSocuf6Z1kW,0,10-12-2024,17:17:22,,
10-12-2024,17:17:15,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938159203955|20241005200635|57.36||uaF,0,10-12-2024,17:17:15,,
10-12-2024,17:17:13,Horário Padrão de Brasília,EAN_8,55357197,0,10-12-2024,17:17:13,,
10-12-2024,17:17:05,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938177110661|20241005201008|6.50||BitHA9HF6IVpU7z,0,10-12-2024,17:17:05,,
10-12-2024,17:17:02,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938181163979|20241005201123|29.00||pzB2/mwdw/3pQeUOx,0,10-12-2024,17:17:02,,
10-12-2024,17:16:58,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938199953050|20241005201228|29.72||Sy9WyOvkbwopEgLEwjliTw4y3Vyggtkqu/kDc/BOPdg9XlBty,0,10-12-2024,17:16:58,,
10-12-2024,17:16:54,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938205159127|20241005201342|26.50||0BDaANZllrP/y354RKL/OYX7NkZPrKgOJtul45bzD1PmjFVisH/26ocaQMoB/MMtfXnHWpInnNtJ0dUGLx79kH3bQmULmlRkMTxyla3TMsCbAMWDGfXuO67tuyRYlP5TrquwTfg8rX0ANFy5zL94T7fgf9gsPuIAyK3s24K,0,10-12-2024,17:16:54,,
10-12-2024,17:16:49,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938215206390|20241005201418|7.00||RPNIR2PRH9IxfnFS9Nfakr2/PLQLyltM4oaCCzWSuv5TZcBAZ630Q4DN1/qV7c5NbiF3SWToLdDrfcRMhy5VEPAvGathFW9vL9f37oZQTMVpaGladg,0,10-12-2024,17:16:49,,
10-12-2024,17:16:44,Horário Padrão de Brasília,QR_CODE,35241043017003000140590009456121760459997252|20241005201130|2.00||swcwerP3PPe1g9w6Z,0,10-12-2024,17:16:44,,
10-12-2024,17:16:40,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938267869217|20241005202011|73.36||zL2kYQ3kHnL1nAWJZ/6O5dE6koFACynxPj1vYZ5ANmSavI1rwQc7mScOIXU1InV8uWJvCRXO5a531KGP9P7sFiVoNhv1sVXBrVj44hwaLkSwOCLruHlys5fUmd62RkvnfUy1VaowWMbKY4ZEO5IIfkoTGDF0y8/YcMUqaRxHV1FocluA2QXyc5RB1tXAI75INN95msX8kmaznMTVZPgXLP,0,10-12-2024,17:16:40,,
10-12-2024,17:16:34,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938277568244|20241005202123|9.56||vBynDJhF7WbsV0l,0,10-12-2024,17:16:34,,
10-12-2024,17:16:28,Horário Padrão de Brasília,EAN_13,4675133883651,0,10-12-2024,17:16:28,,
10-12-2024,17:16:21,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938304450997|20241005202510|12.00||RXKWlrgaAfbFngo9CHJMKL3YeemgqQH2K3oHz7sJhOcRZdXiMrBpm1E7DiYJuMOG6TiSRkZ8NeuMNd5lmCt7PkZBjUYKV0JYkM5GgCdKQVm0dCoYoaui6QvWw5jjS7Vs,0,10-12-2024,17:16:21,,
10-12-2024,17:16:18,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938326858891|20241005202747|24.50||HWrKlIGcg3IbOCipqEdD/ZAalQezeEBAMdolGPetAkz82Hz1o/8u/5hGERTnynv7bl9XV2IYxI8siLHipGSpZo/p5mVrwPBAd0n,0,10-12-2024,17:16:18,,
10-12-2024,17:16:15,Horário Padrão de Brasília,EAN_13,6536602787437,0,10-12-2024,17:16:15,,
10-12-2024,17:16:10,Horário Padrão de Brasília,QR_CODE,35241043017003000140590009456121760500865750|20241005203246|16.00||iPBIa15MTFimjwBOaK2dYT/AUph6nme3GgxXhrydHeaLOab0kBVdNmmqXV,0,10-12-2024,17:16:10,,
10-12-2024,17:16:06,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938351265718|20241005203413|4.00||Mwc8P/6yy05TkZrvLe7QYq6lHXQUvBE1hUnRi0TimZXbD3CqpKHspWAygPDJ8iah6wrTE5bVxgSiocmQ0C8LtGhbK2AhwCDL9UjXA/rnQ,0,10-12-2024,17:16:06,,
10-12-2024,17:16:00,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938400365377|20241005204148|23.90||a/d,0,10-12-2024,17:16:00,,
10-12-2024,17:15:52,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938431201163|20241005204805|6.00||D1vIcPo6wvJhu40RKLi7PaiSjFlTGNuVj5F4DbXfhEE9ymr2wQNmsdCtVR0hXR//RVZS5n52wcm,0,10-12-2024,17:15:52,,
10-12-2024,17:15:46,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938444654889|20241005205138|88.24||CtlqH2dYCemd82LHxOuRjfaoew5TNYuyuiBTQ0AuubA95CvPSfZmMGRTJebJi4PRauXcZnPbLdpVKN3YoHHmil,0,10-12-2024,17:15:46,,
10-12-2024,17:15:41,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938486106685|20241005205614|28.68||MD,0,10-12-2024,17:15:41,,
10-12-2024,17:15:37,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938535102978|20241005210552|18.73||Erw6ZwsrekJow7mbnFmDMAdDpyT0PBTOCdEWT4EFAgXXup1,0,10-12-2024,17:15:37,,
10-12-2024,17:15:29,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938569686921|20241005211134|45.50||ymsdofpOVQVD3XK8lvXVoKvyqgvu5/kKOOMxMUMM0,0,10-12-2024,17:15:29,,
10-12-2024,17:15:26,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938578269696|20241005211300|11.00||QV9Xv0TkFKVX0ZXPN7tukzmPBnoNF7xJ9XK/XURB8T9KgfBoL3BIsDWDnu1sE6PlUMNX8uVmIyN/AQhbaz0z0i2BPw6QGriiMI/3cYJDFI/DW5EjgT0SlwEoLQy8MFWvK22NE/SnCHYtOCUDWWSaD8P2YwTlKBST6Whg5YRUsIoIxYtqm79zn3woyCjJmP2BmFtgmqOHiP0h5e875ihWDcOQNEJmXnk31qsCBkMbn0c9CCM4tO/Cbm3tkNEQOjQ,0,10-12-2024,17:15:26,,
10-12-2024,17:15:18,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938588701930|20241005211705|8.00||wnq8TVdMQryRwfb75l6WInsn702JhXSSw34S,0,10-12-2024,17:15:18,,
10-12-2024,17:15:10,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938608407919|20241005212302|20.00||Z4/HUzOJWw1W51f5o3TSKfyzpwlez4EGe,0,10-12-2024,17:15:10,,
10-12-2024,17:14:58,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938626807702|20241005212440|94.53||mQvCB/hrDF6hviz,0,10-12-2024,17:14:58,,
10-12-2024,17:14:53,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938645089488|20241005212653|10.49||G8kw/JFLMTyniR120uF09/9c0qV9bbmpFv6rfFtN72bfU1sWqQujro72WuPiYLGK1pcaqqEq0x02fzmovXF4lRy6ds2SWO9FgapZawdik3ZnV2ehjGIu,0,10-12-2024,17:14:53,,
10-12-2024,17:14:49,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938668065844|20241005212829|32.25||asw03Fk/95q0mSihU68v/bU3K46bL3kueGKDs5yAcYP3uf0/I4gyCNGd8L9KBHNMZD7h9ETnfZq3gr7nQq5mQkr4eWwf5yeKGRHv2HGEjv9,0,10-12-2024,17:14:49,,
10-12-2024,17:14:44,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938697928545|20241005213624|12.58||CLKZ0BAVrSF4BtaiN5cMSNiUwmRwqkZ83P,0,10-12-2024,17:14:44,,
10-12-2024,17:14:40,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938799120962|20241005215609|98.00||xT6UuU8hZ4AEuNXIMnUgafpOpjZb6G/IWqPuATg9Lfb9sexFQvQygNIwRDH6C5aXKSm9RkAuZOfrsT8xki4mPIftVN,0,10-12-2024,17:14:40,,
10-12-2024,17:14:37,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938821005792|20241005215801|5.00||KaKu0P2P0ZsCZ2eygqbIB62edysJXnO4P5P,0,10-12-2024,17:14:37,,
10-12-2024,17:14:26,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938857152574|20241006061325|8.00||xa9oweSHouhqKArcRszJfewst6wtYdjmoxUkyc/uBq1jDHHyY9soFG05UQw1KmBwuvn/E/gbYDoDpP1pdX5fnkE4oBbejtJkG0VWpsUEt/e02PEEv0C2g2Zk4vTHJ4XXRgdHKMQAG7Pwn/du,0,10-12-2024,17:14:26,,
10-12-2024,17:14:23,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938868166849|20241006061505|7.50||v2rZAW6tq4,0,10-12-2024,17:14:23,,
10-12-2024,17:14:17,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938872678468|20241006062819|10.00||rWEjUZCDDKiuryi3YfJQwUeyya4r3J/4Z3a,0,10-12-2024,17:14:17,,
10-12-2024,17:14:14,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938906354384|20241006065826|6.00||JwOBkltHdw0IAJ9Z5Omt/aoPBg1V6q5sL9IHJMFvBepIR3Vg6WZRnMMC6L7A8DlOWqWlTltChEXrdtZoiSqg,0,10-12-2024,17:14:14,,
10-12-2024,17:14:09,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938955297011|20241006071713|38.00||oa3wL7AsuCzi9D7/fPFVJBEtFJ3CCBapFnA7cBL11CNIOH21bk33z6bC062mIB/FTKkP3Y8t0SnyHalTTkzyem/M6cV/WgpWTE/7iZBd5L2W0h0/9Uwvg4KGBLz4yrwT/9ApiV2lvRpHn8DwgEvPkaXJVx/BWy5oq47Pc29IZ1PWHOSy0kIuhTEbsH9K4OQe8ZNcHThqqxZWAo,0,10-12-2024,17:14:09,,
10-12-2024,17:14:04,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531938963151071|20241006072443|60.00||I7LY0HEjJynYnrUqQZtJa4EVyHaEZb6,0,10-12-2024,17:14:04,,
10-12-2024,17:14:02,Horário Padrão de Brasília,EAN_13,2998816833678,0,10-12-2024,17:14:02,,
10-12-2024,17:13:57,Horário Padrão de Brasília,EAN_13,7580003877845,0,10-12-2024,17:13:57,,
10-12-2024,17:13:52,Horário Padrão de Brasília,CODE_128,35241043017003000140590011359531938955297011,0,10-12-2024,17:13:52,,
10-12-2024,17:13:48,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939061125490|20241006081232|11.20||ephYYCaNrp7ZAJsNTPlRZeaMek2fNdu3KMSDVmaYbrcwS4UjR6IUWBIi,0,10-12-2024,17:13:48,,
10-12-2024,17:13:44,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939098775170|20241006082140|15.00||A0zRfoxi0esC7ZOQekvVhGbHUdmjOgdbfkku5BhPxfc/fKI1r/mZJ3imTqvD9f6Z6qhA25W6Zf2ZyAK8jOnLFa1bgoUZyPOCmTqQxPkU5sMaPmm0ieR5,0,10-12-2024,17:13:44,,
10-12-2024,17:13:41,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939107401800|20241006083738|2.00||ny5/bEMXAGwq17TFR2UZc5HpGv,0,10-12-2024,17:13:41,,
10-12-2024,17:13:37,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939121968324|20241006084713|25.50||kCKu7,0,10-12-2024,17:13:37,,
10-12-2024,17:13:34,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939150131259|20241006085917|7.00||y65lcib7gtpH,0,10-12-2024,17:13:34,,
10-12-2024,17:13:31,Horário Padrão de Brasília,CODE_128,35241043017003000140590011359531939161264085,0,10-12-2024,17:13:31,,
10-12-2024,17:13:26,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939170207390|20241006090809|11.00||dKjzP9ahIS2OxuPD,0,10-12-2024,17:13:26,,
10-12-2024,17:13:22,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939241860113|20241006091637|71.80||YIZJPgUfuM1x18lu,0,10-12-2024,17:13:22,,
10-12-2024,17:13:19,Horário Padrão de Brasília,QR_CODE,35241043017003000140590011359531939251711579|20241006091702|7.50||qRCCwK67j0d7270wXTSEfFkbCUXc281fNy2z52sceuHASTEr7IDZBoa4pDIToKVvxRGKQ2QbK,0,10-12-2024,17:13:19,,
